"id","name","bid","bname","stars","date","text"
"oEQ0Su_lOZ0vFyg1Eyap0w","Denyse Tran","n7V4cD-KqqE3OXk0irJTyA","GameWorks","1","2015-01-18 00:00:00","This place is about 1/3 the size of the old one. Although the location is better. Way to small and not enough games, wasting time just waiting. Service sucks! Sat down and waited 20 minutes before I had to call over the server. Ordered two soft drinks 20 minutes later still waiting... it's Saturday night! Management get your cap together with your scheduling, you should have more than one girl running the entire restaurant area!!"
"oFaLNCtReznrb4Ehdk4XFA","Kat","n7V4cD-KqqE3OXk0irJTyA","GameWorks","5","2016-03-18 00:00:00","Went visiting some relatives out here in sin city and we decided to take our little cousins somewhere fun! 


This place is a treat! They had a great deal going where it was unlimited games for $12.99 (not including the ones that gives tickets) and that was perfect for us. Ended up getting one for each kids and set them loose. Plenty of games to play and they had this esports center that had  game consoles and tons of gaming pcs to play. 


I also would love to point out the surrounding area had plenty of food options and shops also a movie theatre! Great place to go if you want to escape the craziness of the strip!"
"ofWUP5KTehPk9umsxa-P8Q","Melissa","1K4qrnfyzKzGgJPBEcJaNQ","Chula Taberna Mexicana","2","2017-09-27 00:00:00","Super disappointed to have had a bad experience during my first visit to Chula. I had seen the hype video on BlogTO, but it did not deliver. The patio was full when we arrived, so we took a seat near the front of the restaurant (not a problem). The server we were assigned was also the bartender so it took forever to get our orders. I had to get up from my seat and walk over to the bar to ask for cutlery and plates because the staff were too busy standing around and chatting with one another. Our 'server' didn't stop by once to ask how our meal was and we had to get up to request our bill. Food was pretty decent, but never again."
"oG9VFtr_ye8v2tDnS3NOYw","Kendall","4srfPk1s8nlm1YusyDUbjg","Subway","3","2015-07-30 00:00:00","This place definitely has its fair list of short comings but its over all a decent location.

I like that it is located pretty close to my home and that it's open 24 hours because I'm usually getting off pretty late every night.

I like that they have a bell to ring outside so the employees can buzz you in at night. I think this is a great safety precaution for any 24 hour business and its nice to know the owner cares about their staff.

I do not like that they are always out of stuff when I come after 9PM. It is always stuff I'm really craving too! Like pickles, or avocados, or tuna. I definitely think for a location that has to be open 24 hours they should stock better and help set their employees up for a successful night.

Over all not the worst Subway I have ever been too. Employees are always tired by the time I get there, but they are friendly!"
"oHT16085laukiKm7-kpUFQ","Carmen","FXHfcFVEfI1vVngW2gVOpw","Bampot House of Tea & Board Games","4","2015-10-11 00:00:00","I came here on a Friday night for a date and scored a lovely nook where we got to play games and recline on pillows to chat. Very chill atmosphere and the moroccon mint tea I had was lovely. They have an extensive tea list so there is sure to be something for everyone. My date had a salad which he said was fine and I had the daily curry which was a lentil sweet potato curry. The curry was decent but the pita that it came with was the star for me, it was chewy with raisins that was a sweet contrast to the curry. Overall, I really liked the atmosphere and after 9ish it started getting quite packed. I would definitely come back for a visit!"
"oi6A5zmKXA0wyhje0brnmQ","Chrissy","PfOCPjBrlQAnz__NXj9h_w","Brick House Tavern + Tap","4","2015-09-01 00:00:00","Went here over the weekend with Boyfriend and we really enjoyed it. We really liked the low-key atmosphere complete with fireplace, a dozen flat screens, recliners and tables that used super-comfy love seats as their booths. It was rather quiet on Sunday evening, and we enjoyed relaxing at our tables -- it kind of make waiting for food easier. Service was just fine, and I appreciated that my waitress made sure to bring me another water when mine was gone, even though she was carrying another table's food in her hands as well. We got the Sweet n Sour Tails for an appetizer and while they reminded us of a similar dish at Red Lobster that we like, they were really nicely done -- not too hot, but the heat could be adjusted by eating the fried jalapenos for those who like it hot. I chose the special of the day, the Mahi Mahi fishsticks with fries and fruit salad. Boyfriend chose the pork chops and mashed potatoes. Everything was really good -- it's one of the few times I've heard my boyfriend say that everything in his meal was good (and we've been together for 9 years, so that's saying something). And I really enjoyed my fishsticks -- they were high quality and yummy. Even the fruit salad had some extra care put into it with strawberries, watermelon, mint and grilled peaches. I'd definitely like to come back here again, and from the looks of their drinks menu, that'll be one of the things that I'd like to try next. :)"
"OIMb-VX7IZEzSJ4vMbwAPg","Fern","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","5","2013-01-06 00:00:00","Love the Aiello's concepts!   Went for dinner and had the traditional burger and it was awesome! The burger was cooked to perfection with a flavorful charr crust and placed on a homemade garlic knot bun.  The truffle fries were sensational!  My  sister had the grilled chicken sandwich with grilled vegetables which was also delicious.  The veggies were grilled perfectly and seasoned to perfection. The bread was warm and had a nice crunchy crust.   Love the open kitchen and the atmosphere in the restaurant; very warm and welcoming.   Service was excellent!   Will definitely return to try other entrees."
"OJA-15Qvh9OqSRqwrdGNeQ","Kristi","n7V4cD-KqqE3OXk0irJTyA","GameWorks","3","2017-07-09 00:00:00","There are way too many ticket machines which require no skill and attract little kids to use up all their quarters! I wish all the games gave tickets so they would actually play games besides ticket machines! A lot of machines were out of order. There were so many people in there you had to wait to get a turn on most games. This was Sat. at 4:00 p.m.-5:30. This place is just prepping young kids to throw away their money in hopes of hitting the 500 ticket pay out! Sound like Vegas to you?  They serve alcohol, that's a plus! They have a few bowling lanes, and kids loved that! At least they played something. They also have a small video game room with some game system for older kids. I didn't check that out much, and have no idea how long that's been there. The food is very good here. Plan on spending a lot of money if you take a few kids here at once. It's cheaper to purchase one or two large play cards than purchasing 5 different ones. So we got two and had the teens swipe for the 10 year olds. No matter how the adults feel, this is heaven for kids!"
"OjR656gnSf_nVpDxTFl_7g","Christopher","n7V4cD-KqqE3OXk0irJTyA","GameWorks","1","2016-09-02 00:00:00","Over priced games and crappy service horrible food and really not much fun for what you spend you will walk away regretting you've gone"
"oK-VsqoBw9CYATEhvNt8Tg","Laura","tRVx2c89coruPRwYhGTcTw","Yuzu","2","2017-07-18 00:00:00","We came here with a Groupon. The vibe was very chill and seems like an ok place to hang out. However the food wasn't good. The fries were the best part. If you stick to Fries and Drinks you will be fine. But the Groupon isn't worth it. Nor is paying full price for the other dishes."
"oKOiTOrZzeBy52u9vyVt5A","Lorena","PfOCPjBrlQAnz__NXj9h_w","Brick House Tavern + Tap","5","2015-11-04 00:00:00","I started with a tomato bisque soup which was pleasantly light and slightly tart. For the main corse I had the bison burger cooked medium. The burger was cooked very well but not seasoned well. I did not have it with the jalapeño cilantro dressing so that might have been why. I finished with the chocolate bourbon cake which was super delicious! I'll definitely be back for another piece."
"oo5ea-1vOlqhCw7yTNKObQ","Pamela","n7V4cD-KqqE3OXk0irJTyA","GameWorks","3","2017-08-27 00:00:00","Kids love this place but allot of the games are not working.  Upgraded games/maintenance is desperately needed. Not sure if the old games are them trying to be Retro or cheap.  

Restaurant is empty because the food is just okay and service is less than desirable. 

It's average but with potential."
"OoyQYSeYNyRVOmdO3tsxYA","Raven-Joie","n7V4cD-KqqE3OXk0irJTyA","GameWorks","3","2014-08-03 00:00:00","A little disappointed with GameWorks. Granted I haven't had any alcohol or food there yet, so they might still be able to earn a star, but.. 

It was pretty big for where it was located. There is a bar, restaurant, bowling lanes, a computer game room, and a tiny, tiny counter in front of the prize area. Not to mention a pretty large area of general games. 

Opening was fun. They had a little deal going on for $12 that was pretty sweet. 
Now, I know that a lot of little kiddies come to TS to play and such, but the kind of games that were there...it was a little disappointing. I expected way better games and a better variety. Of course, some games were closed because they weren't giving out prizes or tickets at opening, but that was to be expected given the foot traffic they got. Though, I thought they would at least have a small raffle or something~! 

Some of the best things that were there were the shooting games, racing games, the virtual reality roller coaster pod, and the 4D Haunted House game!"
